33041,2,28,-1,-1,4,-1,3,62,69,55,51,49,28,29,47,62,49,74,72,43,55,46,44,55,-1,-1
13487,1,34,12,2,2,0.5,3,38,36,38,36,35,48,11,68,52,59,57,58,77,77,56,55,64,51,35
14286,2,46,-1,1,4,0,6,45,49,36,56,38,86,35,30,67,44,54,55,36,44,41,30,37,-1,-1
11495,2,52,12,4,4,1,5,31,50,31,9,29,41,6,2,28,3,63,50,49,58,33,28,62,30,7
14632,2,49,-1,4,3,-1,-1,17,18,30,14,13,30,53,53,100,36,48,49,49,36,23,12,35,-1,-1
24444,2,23,8,4,6,2,1,72,2,4,2,3,26,40,39,100,68,10,42,43,61,64,-1,21,49,33
40602,1,-1,12,2,3,8,16.5,14,73,48,12,11,98,73,8,10,51,76,74,52,77,14,13,14,12,13
8302,1,50,-1,4,4,1,2,50,58,56,56,37,38,29,14,38,39,65,64,41,49,29,28,58,-1,-1
25613,2,24,12,4,4,1,8,55,66,71,50,50,18,70,49,11,72,89,96,43,69,75,48,70,58,79
20661,2,21,12,2,3,0.5,1,77,92,56,56,33,32,68,53,33,54,71,51,79,81,65,49,90,72,72
20209,2,47,12,4,4,1,1,51,59,60,33,53,11,56,38,72,62,71,72,47,53,54,47,65,59,58
23372,2,20,4,2,6,1,1,27,69,71,33,41,95,29,29,24,32,66,31,49,65,36,-1,68,45,72
46258,1,46,-1,1,4,0,0,50,51,50,6,6,54,6,5,76,100,49,52,5,3,4,5,4,-1,-1
8247,1,52,-1,1,4,-1,-1,73,54,75,13,13,48,2,2,50,86,49,56,52,65,26,23,63,-1,-1
17726,2,18,4,1,6,5,5,84,82,82,86,81,36,74,84,75,83,82,78,82,80,83,85,80,86,80
18379,2,61,5,4,2,0.5,0.5,51,51,27,27,50,67,68,29,69,31,52,52,28,51,27,28,50,28,29
33999,2,57,11,4,4,0.5,2,38,51,31,30,70,47,46,28,71,42,50,66,27,28,27,29,42,26,26
8084,1,61,-1,1,3,-1,4,10,17,20,13,51,70,7,26,76,100,53,27,27,33,30,10,50,-1,-1
43228,2,40,12,4,4,1,2,29,72,45,53,18,14,48,16,28,54,72,64,55,61,31,58,48,37,38
38721,2,60,13,1,6,1,2,29,32,28,58,30,30,7,5,6,53,72,52,36,72,53,32,54,55,31
4676,1,22,8,2,6,2,16.5,96,47,67,53,51,33,31,67,23,83,29,3,65,98,97,55,72,50,51
910,2,56,-1,1,4,5,4,28,54,73,71,37,73,61,85,49,51,75,61,26,62,27,60,81,-1,-1
34259,2,30,12,2,4,16,0,91,77,56,57,31,12,11,11,35,54,54,56,34,93,51,33,72,55,57
14096,2,21,-1,2,6,3,2,90,91,90,23,14,10,33,51,21,70,65,98,53,69,60,45,68,-1,-1
10576,1,64,-1,4,4,-1,1,52,71,53,32,33,32,12,10,71,68,68,52,9,9,29,9,29,-1,-1
10852,1,33,-1,4,3,1,3,49,69,31,70,50,62,5,51,70,71,32,10,31,67,10,12,71,-1,-1
31731,1,60,12,1,5,1,0.5,93,91,91,51,31,51,8,9,32,80,97,93,73,75,53,-1,95,52,50
33566,1,22,4,2,4,3,3,89,84,88,12,11,16,15,32,30,81,45,54,58,71,69,10,33,69,73
33302,2,19,4,4,4,-1,0.5,13,57,58,29,30,52,32,11,12,35,10,12,36,53,53,11,12,33,33
28634,2,60,12,4,5,1,2,31,31,31,49,70,34,51,33,69,50,50,50,50,70,35,-1,68,49,32
43402,2,77,2,4,4,0.5,0.5,70,51,52,52,31,31,53,32,69,68,49,69,35,67,48,31,67,47,30
46768,1,52,-1,3,6,2,-1,67,83,85,7,9,8,9,9,8,86,31,31,49,49,58,50,74,-1,-1
21142,2,47,8,2,6,2,4,58,62,55,30,29,51,25,20,51,99,67,69,46,46,43,20,86,22,34
8553,2,62,-1,1,4,1,1,63,54,60,40,39,33,44,37,46,66,54,52,41,51,53,37,65,-1,-1
34999,1,32,12,4,6,2,2,74,96,71,32,36,34,52,37,7,72,71,73,93,93,73,90,76,77,78
26980,2,46,12,2,4,2,1,17,8,14,68,71,41,69,49,32,27,97,94,35,30,30,21,69,17,11
2422,2,55,3,2,4,1,3,64,36,37,36,68,50,51,30,93,59,69,69,53,57,45,30,66,50,31
36339,1,61,11,2,6,2,0.5,70,70,96,9,9,52,8,8,10,99,99,51,52,100,100,8,7,8,70
6534,1,49,-1,3,6,2,3,59,88,91,9,10,55,7,8,56,86,69,70,69,69,55,10,11,-1,-1
44638,1,42,12,2,4,2,1,67,51,66,67,67,49,65,49,51,63,67,69,68,71,49,48,65,65,48
46502,2,54,-1,1,6,1,5,71,53,72,37,52,53,31,31,54,71,73,72,56,71,53,34,70,-1,-1
20328,2,60,5,2,4,0.5,1,51,33,34,60,59,31,14,16,64,50,40,34,45,56,37,30,80,30,49
42023,1,64,5,2,6,16.5,6,70,51,70,50,36,60,10,10,72,71,72,72,48,72,72,51,52,51,68
37654,2,44,12,1,4,2,4,38,39,62,47,47,33,70,32,36,70,68,88,53,51,64,65,69,51,55
10639,2,47,-1,4,3,1,-1,72,72,76,76,74,74,75,76,74,71,73,73,98,83,73,80,77,-1,-1
5497,2,59,11,4,6,1,2,67,68,68,22,45,5,3,1,76,47,33,16,14,71,12,1,29,27,25
38548,1,68,5,1,2,1,1,2,3,11,11,2,22,3,2,82,3,20,7,6,7,4,3,3,2,2
38685,1,48,12,2,6,1,1,53,89,71,26,10,10,9,8,56,51,48,57,49,54,50,36,76,65,50
34602,2,42,12,1,4,0.5,3,8,51,28,7,11,38,4,2,76,29,60,30,3,2,2,16,46,2,11
13946,1,13,-1,1,3,-1,-1,48,69,46,43,46,70,13,50,73,34,75,51,76,50,50,49,48,-1,-1
21046,2,38,13,4,6,2,4,80,50,68,17,16,26,67,50,11,91,82,66,50,75,50,71,91,67,77
7384,2,28,-1,3,4,8,-1,68,70,71,51,49,22,67,55,54,100,97,100,100,99,63,78,68,-1,-1
43903,1,43,13,2,3,-1,-1,32,61,34,20,63,60,28,29,50,37,72,73,74,87,44,6,49,31,36
3794,1,24,12,1,4,1,1,38,31,81,62,29,50,33,49,67,51,52,42,36,34,58,30,52,53,54
40068,2,44,8,4,4,0.5,0.5,30,58,58,37,37,8,7,8,61,57,79,52,34,34,30,32,69,52,31
33064,1,31,-1,-1,4,1,5,31,72,51,69,35,32,11,10,52,52,73,55,30,29,30,30,52,-1,-1
31893,2,17,4,4,5,3,1,10,10,11,77,77,31,51,12,12,75,76,57,75,77,55,-1,93,31,31
14833,1,62,-1,4,3,-1,4,8,43,30,30,31,51,8,6,23,51,49,29,8,49,29,7,12,-1,-1
26971,1,36,12,2,1,0,0,51,52,51,53,51,52,52,49,49,50,50,51,52,51,52,52,52,50,51
33904,2,54,12,1,6,2,3,85,70,73,12,8,42,32,12,74,71,71,71,30,73,30,54,94,52,34
35351,2,59,11,1,3,0.5,16,50,64,29,29,4,51,3,3,68,31,53,53,4,4,4,4,77,10,9
28313,2,26,1,1,5,3,4,98,94,89,17,13,18,68,30,3,93,89,81,94,92,45,-1,92,97,87
28085,2,48,12,4,5,1,2,52,54,52,50,48,24,47,46,44,55,72,67,24,38,67,-1,38,41,40
13476,2,56,12,1,3,1,4,56,43,49,51,51,8,50,32,68,51,80,57,7,48,49,6,70,42,6
34636,2,36,8,1,3,2,9,51,50,51,52,52,50,49,49,48,50,52,52,50,49,49,49,50,51,49
42796,2,15,4,4,6,5,2,72,50,70,41,61,83,59,41,59,72,55,85,80,53,71,70,49,83,59
27545,2,27,8,4,3,0.5,0.5,36,55,51,39,33,24,30,16,69,28,59,57,44,52,25,18,63,15,12
7841,1,45,-1,4,1,0,2,11,30,17,5,31,15,13,30,91,72,52,51,10,52,32,13,71,-1,-1
4203,2,-1,6,4,2,-1,1,49,49,49,47,49,7,8,10,68,10,27,47,48,49,15,13,14,31,11
29687,2,66,5,2,3,0,1,9,74,45,6,5,100,31,10,32,9,71,52,10,9,9,-1,9,29,28
30797,1,40,12,4,5,3,0.5,50,33,58,5,60,24,23,70,2,35,25,24,55,90,79,-1,22,75,56
30956,1,20,12,1,6,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,-1,100,100,100
49851,2,46,12,4,3,0.5,2,48,65,34,61,33,67,68,29,61,23,66,68,46,46,18,12,71,14,11
8757,2,55,-1,3,4,8,3,51,55,53,53,12,53,11,48,69,52,70,72,52,53,10,11,48,-1,-1
26156,2,54,12,1,4,0.5,1,50,34,51,73,71,11,10,11,68,51,51,52,32,54,32,32,69,50,32
48002,2,48,12,2,4,2,2,72,69,82,20,16,1,18,31,5,84,64,25,4,68,61,6,74,95,95
43417,1,17,4,1,6,8,4,94,49,95,51,10,93,12,93,10,93,29,48,73,91,50,6,94,96,94
12670,1,56,5,4,3,1,10,9,51,11,11,13,97,12,65,50,29,50,27,29,29,30,15,47,14,29
3449,1,40,12,4,4,1,2,48,12,30,29,9,10,2,2,100,100,8,8,9,29,7,76,48,6,10
37092,2,45,12,4,4,0.5,1,36,53,15,29,8,32,44,28,35,51,71,61,33,64,20,19,62,14,14
9528,1,32,-1,1,3,-1,1,10,61,42,52,52,51,3,4,67,50,33,6,7,12,29,0,30,-1,-1
47101,1,31,-1,3,4,3,1,69,82,76,51,1,70,18,18,55,80,2,3,71,75,89,35,67,-1,-1
38277,1,26,12,2,6,0.5,0.5,39,86,63,7,11,11,11,10,39,89,36,29,73,72,66,28,73,43,49
30296,2,43,3,4,5,1,2,44,53,55,64,70,45,54,30,65,65,67,64,52,40,49,-1,51,55,49
30949,1,13,4,4,3,1,6,16,15,46,47,15,94,10,12,75,15,49,55,13,35,12,-1,65,15,12
8282,1,46,-1,4,4,-1,-1,49,48,49,50,32,51,31,32,52,51,51,51,51,65,53,29,32,-1,-1
31936,2,53,12,4,6,0,0,3,4,2,4,5,9,9,8,64,16,4,7,9,11,6,-1,4,6,11
10658,1,47,-1,1,4,1,2,50,49,69,2,27,50,50,27,51,33,49,47,60,49,32,7,49,-1,-1
41163,2,13,8,2,6,8,8,95,96,95,11,13,12,15,19,17,94,95,96,97,100,100,52,96,95,96
5614,1,66,-1,4,3,1,3,31,52,37,12,13,33,10,10,72,70,90,69,28,49,7,7,67,-1,-1
26129,2,37,12,4,3,1,0,16,14,15,13,13,33,70,58,13,13,73,44,14,14,15,14,56,17,14
10924,2,36,-1,3,4,1,3,70,72,72,70,52,47,34,34,54,53,68,69,58,58,59,69,71,-1,-1
47663,2,14,4,1,4,-1,-1,71,72,49,27,27,27,22,25,30,68,91,90,71,71,51,52,91,50,51
1506,2,37,-1,3,4,0,4,47,80,77,77,35,16,52,33,62,61,88,86,31,52,31,31,72,-1,-1
36884,2,61,5,2,2,0.5,0,13,50,30,10,29,46,8,9,88,69,48,48,25,24,10,9,23,8,13
44268,2,44,8,4,3,2,10,10,52,34,52,52,53,4,4,71,7,73,50,8,28,3,4,79,8,8
19714,1,30,12,1,4,2,2,72,59,71,50,36,9,51,52,31,53,62,69,93,69,70,93,71,71,100
23207,2,23,8,4,6,6,10,72,66,70,51,84,70,69,54,34,76,73,72,71,69,68,-1,72,89,88
43296,1,37,1,4,4,4,2,76,74,59,55,8,35,8,8,47,100,50,34,77,59,38,56,100,61,31
33964,2,24,3,4,6,3,7,6,6,10,80,29,52,7,9,6,55,28,26,27,23,71,70,71,5,5
25245,1,36,12,2,1,0,0.5,4,5,5,7,51,93,2,4,3,4,4,3,10,8,8,-1,7,7,7
7687,2,70,-1,3,3,-1,-1,5,4,4,7,4,98,3,6,91,6,58,6,6,7,7,6,5,-1,-1
46516,2,36,-1,1,3,-1,-1,11,11,11,11,10,11,10,10,95,10,94,75,13,52,11,11,11,-1,-1
9898,1,41,-1,1,4,0,5,15,53,37,12,27,30,10,11,64,70,53,39,68,70,16,16,17,-1,-1
15966,2,46,-1,2,3,-1,-1,33,52,72,54,35,36,76,33,34,77,72,72,52,52,34,35,35,-1,-1
35991,1,34,12,2,6,2,2,91,72,73,71,7,8,50,90,7,91,52,50,69,92,51,72,79,75,85
44523,2,36,12,4,6,4,2,74,69,68,55,34,34,12,12,56,92,70,70,57,72,70,52,68,53,57
47422,2,20,4,2,6,4,-1,77,32,63,58,63,20,23,13,24,35,61,62,48,59,55,53,82,37,54
49945,1,45,8,2,6,2,3,55,52,81,50,75,8,15,12,60,90,92,85,50,70,77,49,56,58,55
19530,1,14,4,1,4,6,3,25,22,31,64,42,4,64,54,3,42,50,54,100,100,76,71,100,70,71
40708,1,35,12,2,4,1,4,75,72,80,19,15,12,25,55,28,89,89,66,70,83,76,70,70,69,71
29207,2,53,8,1,6,2,3,54,67,33,5,8,9,10,10,71,68,72,56,56,71,50,-1,52,33,30
15204,2,61,-1,1,3,-1,3,10,71,8,22,8,53,3,4,71,5,52,51,6,54,7,11,68,-1,-1
49633,1,63,5,2,6,0,2,49,68,50,51,12,68,14,15,53,69,71,71,53,55,32,55,55,57,32
47094,2,26,-1,1,4,2,1,96,95,81,10,12,51,51,96,9,100,52,52,68,99,96,53,98,-1,-1
20994,2,28,12,4,4,1,16.5,57,53,48,71,59,90,47,72,38,66,46,26,74,17,48,57,31,72,38
50299,1,28,1,4,6,5,9,68,49,68,66,49,49,7,53,73,88,7,6,8,71,12,7,43,48,48
5774,2,19,-1,1,6,4,-1,50,68,59,47,23,28,77,53,32,70,73,72,37,53,73,36,63,-1,-1
48176,2,50,8,1,6,0.5,2,80,75,43,70,70,93,18,13,14,81,73,79,29,30,46,10,100,44,58
32110,1,51,9,4,5,1,0.5,87,84,69,12,12,70,12,74,54,59,17,15,52,51,51,-1,13,51,53
42645,1,31,3,4,3,0.5,4,12,9,10,10,10,90,12,11,92,53,9,10,10,30,12,11,10,11,10
33984,2,54,12,1,3,0.5,1,17,50,48,14,14,14,34,9,47,50,68,48,9,10,10,12,48,30,14
36238,1,13,4,4,3,2,2,69,69,56,57,68,67,60,51,52,52,70,69,58,68,68,56,66,54,52
2225,1,64,5,1,6,2,3,65,68,51,18,18,29,62,13,50,90,75,76,53,63,27,49,52,38,52
25483,2,66,2,2,4,0.5,3,29,28,26,25,24,9,14,13,23,45,47,46,65,59,17,25,28,29,29
24264,2,69,5,4,5,2,0,28,65,30,36,50,43,15,24,70,45,65,75,22,23,12,-1,40,31,14
50446,1,15,4,1,4,4,2,60,45,60,58,69,74,71,56,38,68,52,88,90,88,87,54,79,79,80
14471,1,35,-1,4,4,1,-1,31,49,67,9,8,10,8,8,55,55,97,75,51,33,8,4,6,-1,-1
7163,2,62,-1,1,4,-1,1,12,32,33,52,32,52,16,16,73,53,66,68,26,26,9,9,8,-1,-1
41763,1,53,10,4,3,1,0.5,56,57,57,51,51,51,52,52,53,53,54,53,56,53,53,53,54,55,56
7136,2,33,-1,3,6,1,2,65,74,100,53,93,8,9,10,54,100,78,78,87,80,54,73,69,-1,-1
22992,1,42,6,2,6,2,2,41,43,40,37,49,39,49,46,43,45,48,47,47,46,51,-1,48,47,41
49281,1,19,4,1,4,1,2,68,67,29,26,22,2,50,47,12,13,67,64,68,47,17,31,29,30,31
30661,2,37,8,4,6,1,4,8,71,49,7,7,29,92,50,10,67,100,97,96,94,46,-1,27,71,31
24274,1,14,13,1,6,2,0,95,93,63,29,11,93,14,51,12,55,68,67,85,69,59,-1,55,49,51
41164,1,20,12,4,3,1,1,51,51,53,52,51,51,51,51,51,51,50,49,48,52,52,51,51,53,52
46966,2,46,-1,1,4,1,-1,11,57,46,49,41,86,7,4,69,5,49,71,67,55,9,8,46,-1,-1
36710,1,33,12,4,4,0,2,55,55,53,53,52,54,54,55,55,55,55,53,53,53,53,54,54,54,56
16168,1,38,-1,2,4,2,1,50,50,69,70,70,33,31,30,13,71,73,71,89,89,72,49,89,-1,-1
8610,1,40,-1,4,4,4,-1,33,34,55,36,34,35,13,12,30,50,51,52,52,53,34,35,71,-1,-1
46217,1,51,-1,4,6,-1,-1,72,83,73,33,28,89,12,3,58,87,25,23,12,35,30,10,13,-1,-1
28672,1,35,12,1,3,-1,-1,52,53,52,51,50,47,48,49,49,46,49,46,48,51,47,-1,48,52,51
20172,2,27,12,2,3,0.5,1,36,40,43,65,44,8,52,20,47,31,87,86,68,44,7,41,69,13,46
38962,1,19,4,4,6,5,2,71,79,61,44,50,25,65,54,10,78,72,90,78,80,73,80,86,95,85
42589,2,37,8,2,4,0.5,2,54,54,55,53,29,69,69,30,52,52,72,68,10,48,13,9,48,33,33
22277,1,60,5,4,3,2,0,11,55,31,31,54,51,33,8,68,47,47,32,10,9,11,-1,8,11,11
47289,1,41,-1,3,3,0,0,11,50,12,47,44,45,43,9,74,7,68,50,11,14,4,48,21,-1,-1
1810,1,73,5,4,4,0.5,1,31,10,10,10,10,10,9,9,93,70,4,4,4,3,3,3,3,3,52
43521,2,69,3,2,2,0,0,10,12,10,8,7,10,7,7,69,52,53,34,10,10,13,9,26,7,9
42767,1,21,4,4,4,1,0.5,11,12,30,70,10,8,11,10,51,31,10,11,10,12,12,36,36,11,11
37054,2,32,12,5,4,0.5,3,32,69,50,10,51,92,29,54,54,13,75,75,24,55,26,12,74,49,51
19779,2,54,1,1,3,4,16.5,33,54,3,55,64,48,27,8,77,58,77,95,7,5,5,3,68,4,1
43716,2,49,8,4,4,0.5,2,30,50,50,50,51,51,50,51,53,62,58,48,32,56,20,6,9,6,5
39639,2,61,5,2,4,4,4,4,0,0,0,91,3,6,4,92,92,7,6,4,3,4,4,27,3,4
11581,1,39,12,1,3,1,8,51,52,49,8,9,100,31,37,38,50,69,48,8,9,50,6,49,51,51
2977,1,54,11,2,4,1,2,36,12,68,71,67,40,60,54,69,64,65,63,65,61,9,37,86,61,60
30060,1,61,5,1,5,2,2,79,78,86,30,32,13,13,13,52,94,64,64,60,63,62,-1,82,53,52
46814,1,42,-1,3,4,1,4,43,37,32,43,60,35,69,57,46,96,65,65,38,32,30,21,64,-1,-1
43220,2,32,12,2,4,2,0.5,88,88,88,72,52,10,51,85,9,92,90,90,91,90,90,90,90,88,88
4689,1,20,4,5,6,5,0.5,99,100,99,1,1,1,0,0,0,100,49,48,28,67,49,50,70,99,98
1422,2,48,-1,3,4,1,-1,7,76,10,10,10,9,6,7,54,54,10,9,9,9,9,8,8,-1,-1
12071,1,26,12,2,4,1,0.5,99,90,67,38,52,16,16,10,9,89,8,4,100,58,68,51,68,87,92
47093,1,30,-1,3,4,1,1,96,72,72,31,31,12,68,32,33,70,2,8,51,51,70,36,28,-1,-1
29154,1,45,1,4,6,-1,-1,73,72,72,32,49,32,52,33,70,72,47,47,49,49,72,-1,50,70,70
20363,1,34,12,4,4,1,2,33,39,40,74,72,2,3,2,79,89,50,51,48,69,6,40,66,31,37
41558,2,35,12,4,4,8,12,55,72,71,34,53,30,30,30,29,52,71,72,54,54,55,69,69,54,54
7027,2,49,-1,3,4,-1,-1,30,30,11,64,52,11,9,10,85,53,42,35,10,11,12,11,71,-1,-1
49745,1,28,12,2,6,0.5,0.5,51,52,38,55,56,52,47,50,48,53,47,49,51,48,53,32,49,52,64
43140,2,31,3,4,3,0,0.5,12,26,10,12,13,16,76,69,24,49,71,90,29,28,7,7,8,28,14
28441,2,19,4,4,5,12,0.5,65,74,73,6,7,30,1,1,23,51,72,72,76,83,53,-1,54,32,33
2173,2,15,4,2,4,14,4,58,95,25,43,92,69,73,100,65,89,10,27,71,88,88,36,9,77,50
44862,2,32,10,2,6,2,2,55,73,66,38,39,44,41,30,29,57,72,72,81,81,51,86,78,55,56
44402,2,27,12,2,4,4,4,50,61,53,31,27,58,59,59,52,49,65,52,51,52,44,33,49,35,31
17113,1,35,12,1,4,7,1,50.33,50.78,47.88,51.22,48.33,46.55,48.19,9.81,46.06,46.91,10.45,11.94,43.07,45.42,46.48,47.33,8.46,47.88,48.33
45001,2,46,8,2,4,3,2,61,64,46,27,24,44,74,72,54,64,92,94,67,56,60,54,66,50,46
9694,1,17,-1,4,4,2,-1,30,50,50,69,69,26,9,11,80,64,52,51,93,91,30,48,70,-1,-1
24146,2,35,11,4,5,8,8,49,49,27,50,27,50,26,27,26,26,70,70,47,46,5,-1,5,5,4
32337,2,26,-1,-1,6,-1,-1,82,88,93,55,27,53,63,64,72,60,98,95,98,81,75,70,69,-1,-1
47189,2,24,-1,4,6,2,1,100,71,73,6,29,6,29,5,50,73,62,7,7,8,61,8,27,-1,-1
40462,1,16,4,1,3,4,1,29,29,50,100,2,1,2,2,64,27,50,50,100,100,66,4,5,43,28
18731,1,28,12,1,6,2,4,80,70,70,49,47,25,71,68,31,69,69,68,68,67,66,53,68,72,72
13754,1,66,-1,1,4,0,3,30,49,49,29,11,12,31,31,73,73,64,76,48,23,25,23,47,-1,-1
34116,2,46,3,1,3,-1,-1,70,51,51,52,51,67,9,9,74,49,48,50,33,33,34,53,53,51,53
38925,1,15,4,2,6,2,4,92,92,92,27,6,6,10,14,14,31,82,97,33,31,56,11,90,71,92
12083,2,64,12,1,6,2,4,71,72,65,50,23,49,50,29,47,59,72,53,63,73,42,43,55,44,22
16599,1,40,-1,2,3,-1,-1,54,29,28,55,53,5,5,74,92,54,55,49,1,4,1,3,2,-1,-1
41599,2,47,11,4,3,0.5,0.5,28,27,28,53,53,31,14,15,75,51,53,52,22,25,25,28,74,49,31
17008,2,20,3,1,3,1,1,52,100,72,52,53,53,71,71,57,56,57,32,31,71,31,52,53,53,33
43350,2,41,8,2,4,3,7,71,65,73,9,10,13,48,48,28,100,72,100,99,100,72,73,72,72,56
10389,1,23,-1,3,6,2,4,95,96,94,89,45,68,48,70,93,80,41,82,88,92,93,93,93,-1,-1
22130,2,-1,3,1,3,7,0,57,70,66,46,61,65,49,55,57,58,56,66,56,61,58,-1,59,55,54
21860,1,34,11,5,3,0.5,1,14,19,17,7,12,60,74,94,81,21,65,33,67,71,15,-1,19,50,22
33128,1,85,-1,-1,3,1,1,6,5,3,2,3,26,8,2,4,5,4,5,7,4,7,6,4,-1,-1
50676,1,48,12,1,4,2,11,7,44,4,7,12,7,98,60,20,1,59,42,44,6,6,7,8,7,8
19047,1,63,5,4,4,1,2,2,27,4,28,22,0,30,5,91,31,47,58,43,64,2,11,10,3,3
5764,2,75,-1,4,3,2,2,49,47,48,45,44,26,10,4,52,59,48,49,49,54,27,49,48,-1,-1
5437,2,49,8,1,6,3,2,2,1,66,1,1,1,97,1,82,50,70,100,67,53,0,40,40,3,2
14671,2,24,-1,1,4,3,-1,8,94,36,7,8,94,48,69,9,9,81,8,71,69,3,5,70,-1,-1
7598,2,-1,-1,1,3,-1,-1,6,8,9,11,10,88,6,7,51,11,69,28,9,10,11,9,9,-1,-1
14781,2,56,-1,1,4,2,7,48,52,50,51,53,33,11,8,58,50,34,35,22,51,23,29,62,-1,-1
23961,2,47,12,5,6,1,2,46,25,49,25,25,30,70,28,30,66,65,67,67,32,47,-1,69,27,27
29961,2,58,5,1,2,0.5,1,22,50,21,6,71,11,51,7,77,51,29,52,27,52,5,-1,30,10,9
27405,2,63,5,1,3,0.5,3,20,66,29,65,67,59,63,36,50,37,63,61,35,40,23,28,30,26,24
16039,1,36,-1,4,6,2,1,74,75,93,88,12,10,10,11,74,95,30,29,50,71,93,17,35,-1,-1
7740,2,17,-1,1,4,2,2,71,29,69,90,53,27,29,12,43,28,69,90,49,70,32,33,47,-1,-1
17071,2,36,12,1,4,1,3,63.25,66.74,53.09,38.17,31.77,34.97,27.29,32.84,23.88,77.19,64.82,65.7,51.22,51.22,50.11,51,60.58,66.59,53.23
50509,1,21,12,1,3,0.5,0.5,97,62,41,61,74,65,47,84,51,91,88,62,54,89,92,64,73,48,99
38089,1,31,8,2,6,1,0.5,70,51,48,51,71,6,51,30,51,100,33,71,34,54,74,30,51,51,71
11625,1,45,12,1,3,0.5,1,16,55,55,51,10,9,8,10,73,10,55,57,12,14,10,54,74,14,16
26253,2,20,4,1,4,0,2,45,57,61,10,6,84,51,52,6,42,30,45,71,65,28,2,6,39,52
31968,1,54,11,1,5,0.5,2,58,59,9,72,82,53,6,6,72,20,76,74,41,73,50,-1,61,29,18
48025,1,26,12,4,6,3,0,91,94,88,11,12,12,11,12,10,92,53,48,70,55,91,31,71,70,69
924,2,61,-1,3,4,1,2,9,9,9,52,51,70,50,11,73,51,72,52,32,53,32,10,70,-1,-1
8246,1,54,-1,4,6,4,1,80,53,99,4,3,2,1,3,51,75,54,37,3,4,100,4,67,-1,-1
8020,1,50,-1,1,6,2,8,51,74,52,28,20,2,51,51,23,97,51,79,50,50,72,51,51,-1,-1
25503,2,68,5,2,4,1,0.5,70,49,58,35,49,33,10,9,31,33,8,7,30,48,31,52,33,11,10
8968,2,22,-1,1,6,2,3,74,74,75,11,11,22,100,90,51,74,52,63,75,92,70,32,9,-1,-1
41055,2,77,5,1,4,0,0.5,36,36,32,33,33,51,53,36,36,36,54,72,50,50,34,35,36,35,36
14749,1,54,-1,4,3,1,1,11,47,12,12,9,9,50,8,9,52,33,68,9,50,11,9,9,-1,-1
8371,1,41,-1,1,4,1,1,32,70,68,12,13,38,74,13,51,54,70,67,12,12,53,10,70,-1,-1
7672,1,13,-1,4,4,2,1,67,71,89,29,35,33,32,30,30,96,71,73,73,75,51,33,65,-1,-1
